ResponseID,Respondent,Scenario,ScenarioNumber,ScenarioLabel,Question,QuestionType,ResponseText,SourceDate,FollowupNeeded,Status,Version,ChangeNote,PredictedChilds,PredictedParents,ChangeDate
196,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,endurance of vehicle,2025-10-06,,Draft,v0.2,Initial classification,Performance|uncategorised,Vehicle Capabilities And Constraints|uncategorised,2025-10-12
197,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,GPS fixing requirements/frequency,2025-10-06,,Draft,v0.2,Initial classification,Comms Infrastructure|Navigation Systems,Communications And Control|Navigation And Positioning,2025-10-12
198,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,accuracy requirements (sensors),2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards,Navigation And Positioning,2025-10-12
199,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,accuracy requirements (navigation),2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards|Route And Trajectory,Navigation And Positioning,2025-10-12
200,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,max depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
201,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,min depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
202,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,vehicle communication requirements,2025-10-06,,Draft,v0.2,Initial classification,Control Systems|Hardware,Communications And Control|Vehicle Capabilities And Constraints,2025-10-12
203,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,navigational hazards of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Hazards|Route And Trajectory,Navigation And Positioning,2025-10-12
204,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,no-go zones of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
205,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q2 - What estimated factors should be considered?,Route Evaluation,zone of confidence  of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
206,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Understanding historical performance and known defects of equipment,2025-10-06,,Draft,v0.2,Initial classification,Analysis And Learning,Historical And Contextual Data,2025-10-12
207,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Understanding environmental conditions, endurance, Launch and Recovery Systems, mission speed, sensor performance, rules of engagement, etc.",2025-10-06,,Draft,v0.2,Initial classification,Environmental Context,Environmental And Oceanographic Conditions,2025-10-12
208,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"rules of engagement, coverage %. Inform of timings",2025-10-06,,Draft,v0.2,Initial classification,Bathymetric Data Products,Terrain And Bathymetry,2025-10-12
209,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Time on surface, risk to surfacing (covert, surface traffic), accuracy",2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards|Physical Processes,Environmental And Oceanographic Conditions|Navigation And Positioning,2025-10-12
210,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"rules of engagement, line spacing",2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
211,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Confidence in route planning and maintaining position,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
212,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Informs AO. Informs if other assets are required,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
213,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Informs AO. Informs if other assets are required,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
214,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Range of host vessel, range of acoustic communications, requirement for safety vessel, etc.",2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
215,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Improves safety of vehicle, collision avoidance tactics, route selection, etc.",2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory|Safety And Mitigation,Navigation And Positioning|Threats And Risk Management,2025-10-12
216,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Navigational hazards to inform, potential  adversary influence",2025-10-06,,Draft,v0.2,Initial classification,Hazards|Route And Trajectory,Navigation And Positioning|Threats And Risk Management,2025-10-12
217,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Confidence in understanding of AO,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
218,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,collision avoidance,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
219,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,sensor performance prior to mission start (bench test),2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
220,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,ephemerals/current/tides of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
221,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,threat assessment/cyber risk of mission,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
222,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,seafloor classification/infrastructure of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
223,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,endurance of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
224,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,max depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
225,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,min depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
226,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,navigational hazards of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
227,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,vehicle communication requirements,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
228,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,no-go zones of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
229,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,"actions on (loss of comms, loss of vehicle, etc.)",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
230,R002,Scenario 2 - Feature Detection,2,Feature Detection,Q4 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating risks for a route?,Risk Evaluation,zone of confidence of route and AO,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
231,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Potential/likelihood of collision,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
232,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Estimated battery on completion of mission,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
233,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,potential acoustic communications  performance issues,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
234,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Factor of damage if a grounding event occurs,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
235,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,% coverage of AO achievable (time. Limitations),2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
236,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Potential buoyancy factors/water column information,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
237,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q5 - When evaluating risks, what specific risks should the system flag?",Risk Evaluation,Total time and location on surface,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
238,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,"Initial test check lists (pre-dive, etc.)",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
239,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Signatory or user account information,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
240,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Specific job files to load into a template,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
241,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Time on task vs completion factors/ratio,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
242,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,"holes in data, sensor performance issues",2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
243,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,depth discrepancies,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
244,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,track of interest,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
245,R002,Scenario 2 - Feature Detection,2,Feature Detection,"Q6 - What test scenarios and supporting data does the system  need to provide to support mission planners in recording mission planning  data for future review, reuse,  or refinement?",Data Records,Automated procedure to record contacts,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
246,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,surface/subsea traffic of route,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
247,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,depth/slope or route and AO,2025-10-06,,Draft,v0.2,Initial classification,Surface Features,Terrain And Bathymetry,2025-10-12
248,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,equipment limitations of in service capabilities,2025-10-06,,Draft,v0.2,Initial classification,System Constraints,Vehicle Capabilities And Constraints,2025-10-12
249,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,bottom texture or route and AO,2025-10-06,,Draft,v0.2,Initial classification,Seafloor Characterization,Terrain And Bathymetry,2025-10-12
250,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,seafloor classification/infrastructure of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Survey Data,Data Products And Requirements,2025-10-12
251,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,ephemerals/current/tides of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Physical Processes,Environmental And Oceanographic Conditions,2025-10-12
252,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,threat assessment/cyber risk of mission,2025-10-06,,Draft,v0.2,Initial classification,Hazards|Objectives,Mission Parameters And Objectives|Threats And Risk Management,2025-10-12
253,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,timings (hard left/right),2025-10-06,,Draft,v0.2,Initial classification,Temporal Aspects|uncategorised,Mission Parameters And Objectives|uncategorised,2025-10-12
254,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,water column data of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Measurement And Models,Environmental And Oceanographic Conditions,2025-10-12
255,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,launch and recovery locations and parameters,2025-10-06,,Draft,v0.2,Initial classification,Deployment|System Constraints,Operational Logistics,2025-10-12
256,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,sensor range fitted to vehicle,2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
257,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,endurance of vehicle,2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
258,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,max depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
259,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,active sensor collection requirements,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
260,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,GPS fixing requirements/frequency,2025-10-06,,Draft,v0.2,Initial classification,Navigation Systems,Navigation And Positioning,2025-10-12
261,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,accuracy requirements (sensors),2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards|uncategorised,Navigation And Positioning|uncategorised,2025-10-12
262,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,accuracy requirements (navigation),2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
263,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,min depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
264,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,vector electronic navigational charts data of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
265,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,vehicle speed limitations and parameters,2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
266,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,vehicle communication requirements,2025-10-06,,Draft,v0.2,Initial classification,Comms Infrastructure|Hardware,Communications And Control|Vehicle Capabilities And Constraints,2025-10-12
267,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,navigational hazards of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
268,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,no-go zones of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
269,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,dive/ascent process/time,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
270,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,"actions on (loss of comms, loss of vehicle, etc.)",2025-10-06,,Draft,v0.2,Initial classification,Hardware,Vehicle Capabilities And Constraints,2025-10-12
271,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,search area/AO coordinates,2025-10-06,,Draft,v0.2,Initial classification,Spatial Reference,Navigation And Positioning,2025-10-12
272,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,mission/collection requirements,2025-10-06,,Draft,v0.2,Initial classification,Objectives|uncategorised,Mission Parameters And Objectives|uncategorised,2025-10-12
273,R002,Scenario 3 - Beach Selection,3,Beach Selection,"Q1 - What test scenarios and supporting data does the system  need to provide to support mission planners in evaluating route options, based on calculable or estimable factors (e.g., time, usage)?",Route Evaluation,zone of confidence of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
274,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,equipment limitations of in service capabilities,2025-10-06,,Draft,v0.2,Initial classification,System Constraints,Vehicle Capabilities And Constraints,2025-10-12
275,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,timings (hard left/right),2025-10-06,,Draft,v0.2,Initial classification,Temporal Aspects,Mission Parameters And Objectives,2025-10-12
276,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,endurance of vehicle,2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
277,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,GPS fixing requirements/frequency,2025-10-06,,Draft,v0.2,Initial classification,Comms Infrastructure|Navigation Systems,Communications And Control|Navigation And Positioning,2025-10-12
278,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,accuracy requirements (sensors),2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards|uncategorised,Navigation And Positioning|uncategorised,2025-10-12
279,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,accuracy requirements (navigation),2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
280,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,max depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
281,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,min depth of vehicle,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
282,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,vehicle communication requirements,2025-10-06,,Draft,v0.2,Initial classification,Comms Infrastructure|Hardware,Communications And Control|Vehicle Capabilities And Constraints,2025-10-12
283,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,navigational hazards of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Hazards|Route And Trajectory,Navigation And Positioning,2025-10-12
284,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,no-go zones of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
285,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q2 - What estimated factors should be considered?,Route Evaluation,zone of confidence  of route and AO,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
286,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Understanding historical performance and known defects of equipment,2025-10-06,,Draft,v0.2,Initial classification,Analysis And Learning|Bathymetric Data Products,Historical And Contextual Data,2025-10-12
287,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Understanding environmental conditions, endurance, Launch and Recovery Systems, mission speed, sensor performance, rules of engagement, etc.",2025-10-06,,Draft,v0.2,Initial classification,Environmental Context,Environmental And Oceanographic Conditions,2025-10-12
288,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"rules of engagement, coverage %. Inform of timings",2025-10-06,,Draft,v0.2,Initial classification,Bathymetric Data Products,Terrain And Bathymetry,2025-10-12
289,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Time on surface, risk to surfacing (covert, surface traffic), accuracy",2025-10-06,,Draft,v0.2,Initial classification,Accuracy And Hazards|Environmental Context,Environmental And Oceanographic Conditions|Navigation And Positioning,2025-10-12
290,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"rules of engagement, line spacing",2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
291,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Confidence in route planning and maintaining position,2025-10-06,,Draft,v0.2,Initial classification,Route And Trajectory,Navigation And Positioning,2025-10-12
292,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Informs AO. Informs if other assets are required,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
293,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Informs AO. Informs if other assets are required,2025-10-06,,Draft,v0.1,Initial merge,not_classified,not_classified,
294,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Range of host vessel, range of acoustic communications, requirement for safety vessel, etc.",2025-10-06,,Draft,v0.2,Initial classification,Performance,Vehicle Capabilities And Constraints,2025-10-12
295,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Improves safety of vehicle, collision avoidance tactics, route selection, etc.",2025-10-06,,Draft,v0.2,Initial classification,Safety And Mitigation,Threats And Risk Management,2025-10-12
296,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,"Navigational hazards to inform, potential  adversary influence",2025-10-06,,Draft,v0.2,Initial classification,Hazards,Threats And Risk Management,2025-10-12
297,R002,Scenario 3 - Beach Selection,3,Beach Selection,Q3 - What guidance can be provided regarding the estimation approach?,Route Evaluation,Confidence in understanding of AO,2025-10-06,,Draft,v0.1,Initial merge,uncategorised,uncategorised,
